,SMILES,Standard Value,pIC50
CHEMBL381298,CC1=C2c3ccc(O)cc3CC2(CC(C)C)CCC1=O,20,7.698970004
CHEMBL241301,CC(CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,78,7.107905397
CHEMBL241484,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCCCN3CCCCC3)ccc12,394,6.404503778
CHEMBL241304,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCCN3CCCCC3)ccc12,2340,5.630784143
CHEMBL241256,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccc(OCCCCCN3CCCCC3)cc12,2954,5.529589509
CHEMBL199766,Oc1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,355,6.449771647
CHEMBL1083194,O=C1CCC(=O)N1CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,0.64,9.193820026
CHEMBL1087811,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2cc(O)ccc21,35,7.455931956
CHEMBL1087040,Oc1ccc2c(c1)O[C@H](c1cccc(OCCN3CCCCC3)c1)C1=C2CCOc2cc(O)ccc21,380,6.420216403
CHEMBL208085,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,20.3,7.692503962
CHEMBL211800,O=C1CC[C@@]2(CCC3CC3)Cc3c(ccc4[nH]ncc34)C2=C1Br,1.6,8.795880017
CHEMBL79021,O=c1c2ccc(O)cc2oc2c1oc1ccc(O)cc12,847,6.07211659
CHEMBL361601,CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,13,7.886056648
CHEMBL364419,O=Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,6.6,8.180456064
CHEMBL363498,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,2.2,8.657577319
CHEMBL184151,N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,14,7.853871964
CHEMBL183399,C[C@@H]1CCN([C@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,90,7.045757491
CHEMBL180707,O=C(c1ccc(N2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.02,8.395773947
CHEMBL182850,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,0.35,9.455931956
CHEMBL183086,CC[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,114,6.943095149
CHEMBL240369,O=C(C1CC1)N1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,2950,5.530177984
CHEMBL240157,CS(=O)(=O)N1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,520,6.283996656
CHEMBL191808,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,4,8.397940009
CHEMBL33808,CCc1cc(O)cc2c1C(=O)[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,152,6.818156412
CHEMBL31127,O=C1c2ccc(O)cc2O[C@H](c2ccc(O)cc2)[C@@H]1c1ccc(O)cc1,598,6.223298816
CHEMBL33890,CCCCCc1cc(O)cc2c1C(=O)[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,454,6.342944147
CHEMBL91740,CCCc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,133,6.876148359
CHEMBL380720,Cc1cc(C)c2c(c1)c(=O)oc1cc(O)ccc12,90,7.045757491
CHEMBL381337,Cc1c(O)ccc2c1OC(C)c1c-2ccc(O)c1C,8,8.096910013
CHEMBL206582,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2,74,7.13076828
CHEMBL203340,Cc1c(O)c(Cl)cc2c1c(=O)oc1c(Cl)c(O)ccc12,19,7.721246399
CHEMBL383518,CCc1cc(O)cc2c(=O)oc3c(C)c(O)ccc3c12,91,7.040958608
CHEMBL206120,Cc1c(O)ccc2c1c(=O)oc1cc(O)cc(C)c12,67,7.173925197
CHEMBL206218,Cc1cc2c(=O)oc3c(C)c(O)ccc3c2c(C)c1Br,57,7.244125144
CHEMBL204222,C=CCc1cc(C)cc2c(=O)oc3c(C)c(O)ccc3c12,35,7.455931956
CHEMBL194936,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1,13,7.886056648
CHEMBL1597933,Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,85.65,7.067272633
CHEMBL1384515,O=C1c2ccccc2-c2onc3c(Oc4ccccc4)cc(O)c1c23,37018.3,4.431583529
CHEMBL1532996,CCOc1ccccc1N1CCN(S(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3)CC1,9190.68,5.036652355
CHEMBL3589351,O=C(CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1)NO,1140,5.943095149
CHEMBL3589367,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4cccc5ccccc45)C2O3)cc1,89,7.050609993
CHEMBL1589300,CCCSC1=N/C(=C\C=C\c2ccco2)C(=O)S1,9705.86,5.012965977
CHEMBL1421557,COc1cccc2cc3c(=O)n(-c4ccccc4)nc-3oc12,15665.04,4.805068492
CHEMBL1491936,CCOC(=O)Cc1cc(O)n2nc(-c3ccc(C)cc3)cc2n1,6499.44,5.187124061
CHEMBL1413557,Cc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)o1,3365.49,5.472951696
CHEMBL1605393,CCc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1,12027.93,4.919809108
CHEMBL1384049,Cc1ccc(-n2c(=O)c(C#N)cc3c(=O)n4cccc(C)c4nc32)cc1,25385.56,4.595413252
CHEMBL3360847,O=C1N(c2ccc(O)cc2)[C@@H](c2ccc(O)cc2)C1(c1ccccc1)c1ccccc1,19,7.721246399
CHEMBL1087682,O=C1CCC(=O)N1CCCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,5.68,8.245651664
CHEMBL1087298,Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,99,7.004364805
CHEMBL1083179,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCSCC3)cc1)C1=C2CCOc2cc(O)ccc21,390,6.408935393
CHEMBL391910,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,94,7.026872146
CHEMBL240438,Cc1c([C@H](C)NC(=O)Cc2c(-c3ccccc3)[nH]c3ccccc23)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,259,6.586700236
CHEMBL437190,Cc1c([C@H](C)NC(=O)Cc2c(-c3ccccc3)[nH]c3ccccc23)n(Cc2ccc(OCCN3CC[C@H](C)C3)cc2)c2ccc(O)cc12,522,6.282329497
CHEMBL396119,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCCCN3CCCCC3)cc2)c2ccccc12,161,6.793174124
CHEMBL241257,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCCCN3CCCCC3)cccc12,2338,5.631155493
CHEMBL1410526,CCn1cc(-c2cc(C(F)(F)F)n3nc(C(=O)O)cc3n2)c(C)n1,3414.54,5.466667795
CHEMBL1577184,Cc1nnc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2ccco2)s1,50.12,7.299988938
CHEMBL1452728,Cc1ccc(-c2nnc(CSc3nc4cc5c(cc4cc3C)OCO5)o2)cc1,35.9,7.444905551
CHEMBL1588072,CCn1c(SCC(=O)N2CCOCC2)nc2oc3c(Cl)cc(Cl)cc3c(=O)c2c1=O,13341.67,4.874789806
CHEMBL1477682,COc1cc(CCC(=O)OCC(=O)Nc2ncc(Cl)cc2Cl)cc(OC)c1OC,102087.24,3.991028537
CHEMBL4209719,Cc1cccc(OS(=O)(=O)C2CC3OC2C(c2ccc(/C=C/c4cc(O)cc(O)c4)cc2)=C3c2ccc(O)cc2)c1,3110,5.507239611
CHEMBL392029,Oc1ccc(C2Cc3ccc(O)cc3N(CC3CC3)C2)cc1,230,6.638272164
CHEMBL197495,C[C@@H](COc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1)N1CCCC1,0.9,9.045757491
CHEMBL396947,O=C1c2ccc(O)cc2C(=O)N1c1cccc2c(O)cccc12,2810,5.55129368
CHEMBL2024376,C[C@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,3.1,8.508638306
